id,airline,airline_id,src_airport,src_airport_id,dst_airport,dst_airport_id,codeshare,stops,airplane,airlines_id,airports_id,airports_id1,airports_id2,airports_id3
1,2B,410,AER,2965,KZN,2990,,0,CR2,0,0,0,0,0
2,2B,410,ASF,2966,KZN,2990,,0,CR2,0,0,0,0,0
3,2B,410,ASF,2966,MRV,2962,,0,CR2,0,0,0,0,0
4,2B,410,CEK,2968,KZN,2990,,0,CR2,0,0,0,0,0
5,2B,410,CEK,2968,OVB,4078,,0,CR2,0,0,0,0,0
6,2B,410,DME,4029,KZN,2990,,0,CR2,0,0,0,0,0
7,2B,410,DME,4029,NBC,6969,,0,CR2,0,0,0,0,0
8,2B,410,DME,4029,UUA,6160,,0,CR2,0,0,0,0,0
9,2B,410,EGO,6156,KGD,2952,,0,CR2,0,0,0,0,0
10,2B,410,EGO,6156,KZN,2990,,0,CR2,0,0,0,0,0
11,2B,410,GYD,2922,NBC,6969,,0,CR2,0,0,0,0,0
12,2B,410,KGD,2952,EGO,6156,,0,CR2,0,0,0,0,0
13,2B,410,KZN,2990,AER,2965,,0,CR2,0,0,0,0,0
14,2B,410,KZN,2990,ASF,2966,,0,CR2,0,0,0,0,0
15,2B,410,KZN,2990,CEK,2968,,0,CR2,0,0,0,0,0
16,2B,410,KZN,2990,DME,4029,,0,CR2,0,0,0,0,0
17,2B,410,KZN,2990,EGO,6156,,0,CR2,0,0,0,0,0
18,2B,410,KZN,2990,LED,2948,,0,CR2,0,0,0,0,0
19,2B,410,KZN,2990,SVX,2975,,0,CR2,0,0,0,0,0
20,2B,410,LED,2948,KZN,2990,,0,CR2,0,0,0,0,0
21,2B,410,LED,2948,NBC,6969,,0,CR2,0,0,0,0,0
22,2B,410,LED,2948,UUA,6160,,0,CR2,0,0,0,0,0
23,2B,410,MRV,2962,ASF,2966,,0,CR2,0,0,0,0,0
24,2B,410,NBC,6969,DME,4029,,0,CR2,0,0,0,0,0
25,2B,410,NBC,6969,GYD,2922,,0,CR2,0,0,0,0,0
26,2B,410,NBC,6969,LED,2948,,0,CR2,0,0,0,0,0
27,2B,410,NBC,6969,SVX,2975,,0,CR2,0,0,0,0,0
28,2B,410,NJC,2972,SVX,2975,,0,CR2,0,0,0,0,0
29,2B,410,NJC,2972,UUA,6160,,0,CR2,0,0,0,0,0
30,2B,410,NUX,4364,SVX,2975,,0,CR2,0,0,0,0,0
31,2B,410,OVB,4078,CEK,2968,,0,CR2,0,0,0,0,0
32,2B,410,OVB,4078,SVX,2975,,0,CR2,0,0,0,0,0
33,2B,410,SVX,2975,KZN,2990,,0,CR2,0,0,0,0,0
34,2B,410,SVX,2975,NBC,6969,,0,CR2,0,0,0,0,0
35,2B,410,SVX,2975,NJC,2972,,0,CR2,0,0,0,0,0
36,2B,410,SVX,2975,NUX,4364,,0,CR2,0,0,0,0,0
37,2B,410,SVX,2975,OVB,4078,,0,CR2,0,0,0,0,0
38,2B,410,UUA,6160,DME,4029,,0,CR2,0,0,0,0,0
39,2B,410,UUA,6160,LED,2948,,0,CR2,0,0,0,0,0
40,2B,410,UUA,6160,NJC,2972,,0,CR2,0,0,0,0,0
41,2G,1654,BTK,2936,IKT,2937,,0,A81,0,0,0,0,0
42,2G,1654,BTK,2936,OVB,4078,,0,A81,0,0,0,0,0
43,2G,1654,CEK,2968,OVB,4078,,0,A81,0,0,0,0,0
44,2G,1654,HTA,2935,IKT,2937,,0,AN4,0,0,0,0,0
45,2G,1654,IKT,2937,BTK,2936,,0,A81,0,0,0,0,0
46,2G,1654,IKT,2937,HTA,2935,,0,AN4,0,0,0,0,0
47,2G,1654,IKT,2937,ODO,8944,,0,AN4,0,0,0,0,0
48,2G,1654,IKT,2937,OVB,4078,,0,A81,0,0,0,0,0
49,2G,1654,IKT,2937,UKX,6924,,0,AN4,0,0,0,0,0
50,2G,1654,IKT,2937,ULK,9026,,0,AN4,0,0,0,0,0
51,2G,1654,IKT,2937,YKS,2923,,0,A81,0,0,0,0,0
52,2G,1654,MJZ,2925,OVB,4078,,0,A81,0,0,0,0,0
53,2G,1654,ODO,8944,IKT,2937,,0,AN4,0,0,0,0,0
54,2G,1654,OVB,4078,BTK,2936,,0,A81,0,0,0,0,0
55,2G,1654,OVB,4078,CEK,2968,,0,A81,0,0,0,0,0
56,2G,1654,OVB,4078,IKT,2937,,0,A81,0,0,0,0,0
57,2G,1654,UKX,6924,IKT,2937,,0,AN4,0,0,0,0,0
58,2G,1654,ULK,9026,IKT,2937,,0,AN4,0,0,0,0,0
59,2G,1654,YKS,2923,IKT,2937,,0,A81,0,0,0,0,0
60,2I,8359,AYP,2786,LIM,2789,,0,142,0,0,0,0,0
61,2I,8359,CUZ,2812,LIM,2789,,0,142 141,0,0,0,0,0
62,2I,8359,CUZ,2812,PEM,2808,,0,142,0,0,0,0,0
63,2I,8359,HUU,6067,LIM,2789,,0,141,0,0,0,0,0
64,2I,8359,IQT,2801,PCL,2781,,0,143,0,0,0,0,0
65,2I,8359,IQT,2801,TPP,2806,,0,142,0,0,0,0,0
66,2I,8359,LIM,2789,AYP,2786,,0,142,0,0,0,0,0
67,2I,8359,LIM,2789,CUZ,2812,,0,142 141,0,0,0,0,0
68,2I,8359,LIM,2789,HUU,6067,,0,141,0,0,0,0,0
69,2I,8359,LIM,2789,PCL,2781,,0,143 146,0,0,0,0,0
70,2I,8359,LIM,2789,TPP,2806,,0,142 146,0,0,0,0,0
71,2I,8359,PCL,2781,IQT,2801,,0,143,0,0,0,0,0
72,2I,8359,PCL,2781,LIM,2789,,0,143 146,0,0,0,0,0
73,2I,8359,PCL,2781,TPP,2806,,0,146,0,0,0,0,0
74,2I,8359,PEM,2808,CUZ,2812,,0,142,0,0,0,0,0
75,2I,8359,TPP,2806,IQT,2801,,0,142,0,0,0,0,0
76,2I,8359,TPP,2806,LIM,2789,,0,142 146,0,0,0,0,0
77,2I,8359,TPP,2806,PCL,2781,,0,146,0,0,0,0,0
78,2J,470,ABJ,253,BOY,247,,0,CRJ,0,0,0,0,0
79,2J,470,ABJ,253,OUA,246,,0,E70 CRJ M87,0,0,0,0,0
80,2J,470,ACC,248,OUA,246,,0,CRJ,0,0,0,0,0
81,2J,470,BKO,1044,ABJ,253,,0,M87,0,0,0,0,0
82,2J,470,BKO,1044,DKR,1084,,0,M87,0,0,0,0,0
83,2J,470,BKO,1044,OUA,246,,0,CRJ,0,0,0,0,0
84,2J,470,BOY,247,ABJ,253,,0,CRJ,0,0,0,0,0
85,2J,470,BOY,247,OUA,246,,0,CRJ,0,0,0,0,0
86,2J,470,COO,245,LFW,298,,0,M87,0,0,0,0,0
87,2J,470,COO,245,OUA,246,,0,M87,0,0,0,0,0
88,2J,470,DKR,1084,BKO,1044,,0,M87,0,0,0,0,0
89,2J,470,DKR,1084,OUA,246,,0,M87,0,0,0,0,0
90,2J,470,LFW,298,OUA,246,,0,M87 CRJ,0,0,0,0,0
91,2J,470,NIM,280,OUA,246,,0,CRJ,0,0,0,0,0
92,2J,470,OUA,246,ABJ,253,,0,E70 CRJ M87,0,0,0,0,0
93,2J,470,OUA,246,ACC,248,,0,CRJ,0,0,0,0,0
94,2J,470,OUA,246,BKO,1044,,0,M87 CRJ,0,0,0,0,0
95,2J,470,OUA,246,BOY,247,,0,CRJ,0,0,0,0,0
96,2J,470,OUA,246,COO,245,,0,M87,0,0,0,0,0
97,2J,470,OUA,246,DKR,1084,,0,M87,0,0,0,0,0
98,2J,470,OUA,246,LFW,298,,0,CRJ,0,0,0,0,0
99,2J,470,OUA,246,NIM,280,,0,CRJ,0,0,0,0,0
100,2K,1338,BOG,2709,GYE,2673,,0,319,0,0,0,0,0
101,2K,1338,BOG,2709,UIO,2688,,0,319 320,0,0,0,0,0
102,2K,1338,CLO,2715,GYE,2673,,0,319,0,0,0,0,0
103,2K,1338,GYE,2673,BOG,2709,,0,319,0,0,0,0,0
104,2K,1338,GYE,2673,CLO,2715,,0,319,0,0,0,0,0
105,2K,1338,GYE,2673,SCY,6045,,0,319 320,0,0,0,0,0
106,2K,1338,GYE,2673,UIO,2688,,0,320 319,0,0,0,0,0
107,2K,1338,OCC,2670,UIO,2688,,0,319,0,0,0,0,0
108,2K,1338,SCY,6045,GYE,2673,,0,319 320,0,0,0,0,0
109,2K,1338,UIO,2688,BOG,2709,,0,319 320,0,0,0,0,0
110,2K,1338,UIO,2688,GYE,2673,,0,319,0,0,0,0,0
111,2K,1338,UIO,2688,OCC,2670,,0,319,0,0,0,0,0
112,2L,2750,BDS,1506,ZRH,1678,,0,100,0,0,0,0,0
113,2L,2750,BOD,1264,ZRH,1678,,0,100,0,0,0,0,0
114,2L,2750,BRS,490,ZRH,1678,,0,100,0,0,0,0,0
115,2L,2750,GVA,1665,LPA,1054,,0,319,0,0,0,0,0
116,2L,2750,LCA,1197,ZRH,1678,,0,319,0,0,0,0,0
117,2L,2750,LPA,1054,ZRH,1678,,0,319,0,0,0,0,0
118,2L,2750,RMF,4197,ZRH,1678,,0,319,0,0,0,0,0
119,2L,2750,TFS,1056,GVA,1665,,0,319,0,0,0,0,0
120,2L,2750,ZRH,1678,BDS,1506,,0,100,0,0,0,0,0
121,2L,2750,ZRH,1678,BOD,1264,,0,100,0,0,0,0,0
122,2L,2750,ZRH,1678,BRS,490,,0,100,0,0,0,0,0
123,2L,2750,ZRH,1678,LCA,1197,,0,319,0,0,0,0,0
124,2L,2750,ZRH,1678,LPA,1054,,0,319,0,0,0,0,0
125,2L,2750,ZRH,1678,RMF,4197,,0,319,0,0,0,0,0
126,2N,3652,AJR,730,LYC,719,,0,ATP,0,0,0,0,0
127,2N,3652,ARN,737,GEV,715,,0,ATP,0,0,0,0,0
128,2N,3652,ARN,737,HAD,709,,0,SF3,0,0,0,0,0
129,2N,3652,ARN,737,JKG,688,,0,ATP SF3,0,0,0,0,0
130,2N,3652,ARN,737,KRF,718,,0,ATP,0,0,0,0,0
131,2N,3652,ARN,737,KSD,5595,,0,SF3,0,0,0,0,0
132,2N,3652,ARN,737,LYC,719,,0,ATP,0,0,0,0,0
133,2N,3652,ARN,737,MHQ,442,,0,SF3,0,0,0,0,0
134,2N,3652,ARN,737,OER,722,,0,ATR,0,0,0,0,0
135,2N,3652,ARN,737,POR,448,,0,SF3,0,0,0,0,0
136,2N,3652,ARN,737,TRF,664,,0,SF3,0,0,0,0,0
137,2N,3652,ARN,737,VBY,746,,0,SF3 ATP,0,0,0,0,0
138,2N,3652,ARN,737,VHM,729,,0,SF3,0,0,0,0,0
139,2N,3652,ARN,737,VXO,711,,0,SF3,0,0,0,0,0
140,2N,3652,GEV,715,ARN,737,,0,ATP,0,0,0,0,0
141,2N,3652,GEV,715,KRF,718,,0,ATP,0,0,0,0,0
142,2N,3652,HAD,709,ARN,737,,0,SF3 ATP,0,0,0,0,0
143,2N,3652,HAD,709,JKG,688,,0,ATP SF3,0,0,0,0,0
144,2N,3652,HAD,709,VXO,711,,0,SF3,0,0,0,0,0
145,2N,3652,HMV,5599,VHM,729,,0,SF3,0,0,0,0,0
146,2N,3652,JKG,688,ARN,737,,0,ATP SF3,0,0,0,0,0
147,2N,3652,JKG,688,HAD,709,,0,ATP SF3,0,0,0,0,0
148,2N,3652,KOK,435,POR,448,,0,SF3,0,0,0,0,0
149,2N,3652,KRF,718,ARN,737,,0,ATP,0,0,0,0,0
150,2N,3652,KRF,718,GEV,715,,0,ATP,0,0,0,0,0
151,2N,3652,KSD,5595,ARN,737,,0,SF3,0,0,0,0,0
152,2N,3652,LYC,719,AJR,730,,0,ATP,0,0,0,0,0
153,2N,3652,LYC,719,ARN,737,,0,ATP,0,0,0,0,0
154,2N,3652,MHQ,442,ARN,737,,0,SF3,0,0,0,0,0
155,2N,3652,MHQ,442,TKU,460,,0,SF3,0,0,0,0,0
156,2N,3652,OER,722,ARN,737,,0,ATR,0,0,0,0,0
157,2N,3652,OSL,644,VXO,711,,0,SF3,0,0,0,0,0
158,2N,3652,POR,448,ARN,737,,0,SF3,0,0,0,0,0
159,2N,3652,POR,448,KOK,435,,0,SF3,0,0,0,0,0
160,2N,3652,TKU,460,MHQ,442,,0,SF3,0,0,0,0,0
161,2N,3652,TRF,664,ARN,737,,0,SF3,0,0,0,0,0
162,2N,3652,VBY,746,ARN,737,,0,SF3 ATP,0,0,0,0,0
163,2N,3652,VHM,729,ARN,737,,0,SF3,0,0,0,0,0
164,2N,3652,VHM,729,HMV,5599,,0,SF3,0,0,0,0,0
165,2N,3652,VXO,711,ARN,737,,0,SF3,0,0,0,0,0
166,2N,3652,VXO,711,OSL,644,,0,SF3,0,0,0,0,0
167,2O,146,ADQ,3531,AOS,7167,,0,BNI,0,0,0,0,0
168,2O,146,ADQ,3531,KKB,7168,,0,BNI,0,0,0,0,0
169,2O,146,ADQ,3531,KLN,7162,,0,BNI,0,0,0,0,0
170,2O,146,ADQ,3531,KOZ,7164,,0,BNI,0,0,0,0,0
171,2O,146,ADQ,3531,OLH,7163,,0,BNI,0,0,0,0,0
172,2O,146,AOS,7167,KZB,7176,,0,BNI,0,0,0,0,0
173,2O,146,KKB,7168,SYB,7173,,0,BNI,0,0,0,0,0
174,2O,146,KLN,7162,KYK,7161,,0,BNI,0,0,0,0,0
175,2O,146,KOZ,7164,ORI,7165,,0,BNI,0,0,0,0,0
176,2O,146,SYB,7173,KPR,7172,,0,BNI,0,0,0,0,0
177,2P,897,BSO,6019,MNL,2397,,0,DH4,0,0,0,0,0
178,2P,897,BXU,4200,MNL,2397,,0,320,0,0,0,0,0
179,2P,897,CBO,2399,MNL,2397,,0,320,0,0,0,0,0
180,2P,897,CGY,2400,MNL,2397,,0,320,0,0,0,0,0
181,2P,897,CRM,6024,MNL,2397,,0,DH4,0,0,0,0,0
182,2P,897,DGT,2425,MNL,2397,,0,320,0,0,0,0,0
183,2P,897,DWC,8076,MNL,2397,,0,330,0,0,0,0,0
184,2P,897,GES,2402,MNL,2397,Y,0,320,0,0,0,0,0
185,2P,897,KLO,2430,MNL,2397,,0,320,0,0,0,0,0
186,2P,897,LGP,4203,MNL,2397,,0,320,0,0,0,0,0
187,2P,897,MNL,2397,BSO,6019,,0,DH4,0,0,0,0,0
188,2P,897,MNL,2397,BXU,4200,,0,320,0,0,0,0,0
189,2P,897,MNL,2397,CBO,2399,,0,320,0,0,0,0,0
190,2P,897,MNL,2397,CGY,2400,,0,320,0,0,0,0,0
191,2P,897,MNL,2397,CRM,6024,,0,DH4,0,0,0,0,0
192,2P,897,MNL,2397,DGT,2425,,0,320,0,0,0,0,0
193,2P,897,MNL,2397,DWC,8076,,0,330,0,0,0,0,0
194,2P,897,MNL,2397,GES,2402,Y,0,320,0,0,0,0,0
195,2P,897,MNL,2397,KLO,2430,,0,320,0,0,0,0,0
196,2P,897,MNL,2397,LGP,4203,,0,320,0,0,0,0,0
197,2P,897,MNL,2397,MPH,2426,,0,DH3,0,0,0,0,0
198,2P,897,MNL,2397,OZC,4204,,0,320,0,0,0,0,0
199,2P,897,MNL,2397,PPS,2433,,0,320,0,0,0,0,0
200,2P,897,MNL,2397,RXS,6026,,0,320,0,0,0,0,0
201,2P,897,MNL,2397,SUG,6016,,0,DH4,0,0,0,0,0
202,2P,897,MNL,2397,TUG,6021,,0,DH4,0,0,0,0,0
203,2P,897,MNL,2397,ZAM,2404,,0,320,0,0,0,0,0
204,2P,897,MPH,2426,MNL,2397,,0,DH3,0,0,0,0,0
205,2P,897,OZC,4204,MNL,2397,,0,320,0,0,0,0,0
206,2P,897,PPS,2433,MNL,2397,,0,320,0,0,0,0,0
207,2P,897,RXS,6026,MNL,2397,,0,320,0,0,0,0,0
208,2P,897,SUG,6016,MNL,2397,,0,DH4,0,0,0,0,0
209,2P,897,TUG,6021,MNL,2397,,0,DH4,0,0,0,0,0
210,2P,897,ZAM,2404,MNL,2397,,0,320,0,0,0,0,0
211,2Z,1729,AUX,7376,PMW,4214,,0,AT7,0,0,0,0,0
212,2Z,1729,BRA,7373,BSB,2531,,0,AT7,0,0,0,0,0
213,2Z,1729,BRA,7373,SSA,2621,,0,AT7,0,0,0,0,0
214,2Z,1729,BSB,2531,BRA,7373,,0,AT7,0,0,0,0,0
215,2Z,1729,BSB,2531,OPS,7367,,0,AT7,0,0,0,0,0
216,2Z,1729,BSB,2531,RAO,2613,,0,AT7,0,0,0,0,0
217,2Z,1729,CAC,2535,GRU,2564,,0,AT7,0,0,0,0,0
218,2Z,1729,CGB,2548,GYN,2562,,0,AT7,0,0,0,0,0
219,2Z,1729,CGB,2548,OPS,7367,,0,AT7,0,0,0,0,0
220,2Z,1729,CGR,2538,DOU,7380,,0,AT7,0,0,0,0,0
221,2Z,1729,DOU,7380,CGR,2538,,0,AT7,0,0,0,0,0
222,2Z,1729,DOU,7380,GRU,2564,,0,AT7,0,0,0,0,0
223,2Z,1729,GIG,2560,RAO,2613,,0,AT7,0,0,0,0,0
224,2Z,1729,GRU,2564,CAC,2535,,0,AT7,0,0,0,0,0
225,2Z,1729,GRU,2564,DOU,7380,,0,AT7,0,0,0,0,0
226,2Z,1729,GRU,2564,RAO,2613,,0,AT7,0,0,0,0,0
227,2Z,1729,GRU,2564,UBA,2635,,0,AT7,0,0,0,0,0
228,2Z,1729,GRU,2564,UDI,2633,,0,AT7,0,0,0,0,0
229,2Z,1729,GRU,2564,VDC,6039,,0,AT7,0,0,0,0,0
230,2Z,1729,GYN,2562,CGB,2548,,0,AT7,0,0,0,0,0
231,2Z,1729,GYN,2562,PMW,4214,,0,AT7,0,0,0,0,0
232,2Z,1729,GYN,2562,RAO,2613,,0,AT7,0,0,0,0,0
233,2Z,1729,GYN,2562,UDI,2633,,0,AT7,0,0,0,0,0
234,2Z,1729,OPS,7367,BSB,2531,,0,AT7,0,0,0,0,0
235,2Z,1729,OPS,7367,CGB,2548,,0,AT7,0,0,0,0,0
236,2Z,1729,PLU,2528,RAO,2613,,0,AT7,0,0,0,0,0
237,2Z,1729,PMW,4214,AUX,7376,,0,AT7,0,0,0,0,0
238,2Z,1729,PMW,4214,GYN,2562,,0,AT7,0,0,0,0,0
239,2Z,1729,RAO,2613,BSB,2531,,0,AT7,0,0,0,0,0
240,2Z,1729,RAO,2613,GIG,2560,,0,AT7,0,0,0,0,0
241,2Z,1729,RAO,2613,GRU,2564,,0,AT7,0,0,0,0,0
242,2Z,1729,RAO,2613,GYN,2562,,0,AT7,0,0,0,0,0
243,2Z,1729,RAO,2613,PLU,2528,,0,AT7,0,0,0,0,0
244,2Z,1729,RAO,2613,SJP,2619,,0,AT7,0,0,0,0,0
245,2Z,1729,RAO,2613,UDI,2633,,0,AT7,0,0,0,0,0
246,2Z,1729,SJP,2619,RAO,2613,,0,AT7,0,0,0,0,0
247,2Z,1729,SSA,2621,BRA,7373,,0,AT7,0,0,0,0,0
248,2Z,1729,SSA,2621,VDC,6039,,0,AT7,0,0,0,0,0
249,2Z,1729,UBA,2635,GRU,2564,,0,AT7,0,0,0,0,0
250,2Z,1729,UBA,2635,UDI,2633,,0,AT7,0,0,0,0,0
251,2Z,1729,UDI,2633,GRU,2564,,0,AT7,0,0,0,0,0
252,2Z,1729,UDI,2633,GYN,2562,,0,AT7,0,0,0,0,0
253,2Z,1729,UDI,2633,RAO,2613,,0,AT7,0,0,0,0,0
254,2Z,1729,UDI,2633,UBA,2635,,0,AT7,0,0,0,0,0
255,2Z,1729,VDC,6039,GRU,2564,,0,AT7,0,0,0,0,0
256,2Z,1729,VDC,6039,SSA,2621,,0,AT7,0,0,0,0,0
257,3E,10739,BRL,5726,ORD,3830,,0,CNC,0,0,0,0,0
258,3E,10739,BRL,5726,STL,3678,,0,CNC,0,0,0,0,0
259,3E,10739,DEC,4042,ORD,3830,,0,CNC,0,0,0,0,0
260,3E,10739,DEC,4042,STL,3678,,0,CNC,0,0,0,0,0
261,3E,10739,JBR,3591,STL,3678,,0,CNC,0,0,0,0,0
262,3E,10739,ORD,3830,BRL,5726,,0,CNC,0,0,0,0,0
263,3E,10739,ORD,3830,DEC,4042,,0,CNC,0,0,0,0,0
264,3E,10739,STL,3678,BRL,5726,,0,CNC,0,0,0,0,0
265,3E,10739,STL,3678,DEC,4042,,0,CNC,0,0,0,0,0
266,3E,10739,STL,3678,JBR,3591,,0,CNC,0,0,0,0,0
267,3F,16262,CGA,7144,HYL,7145,,0,DHP,0,0,0,0,0
268,3F,16262,CGA,7144,KTN,3808,,0,DHP,0,0,0,0,0
269,3F,16262,HYL,7145,CGA,7144,,0,DHP,0,0,0,0,0
270,3F,16262,HYL,7145,KTB,7147,,0,DHP,0,0,0,0,0
271,3F,16262,HYL,7145,KTN,3808,,0,DHP,0,0,0,0,0
272,3F,16262,KTB,7147,HYL,7145,,0,DHP,0,0,0,0,0
273,3F,16262,KTB,7147,KTN,3808,,0,DHP,0,0,0,0,0
274,3F,16262,KTN,3808,CGA,7144,,0,DHP,0,0,0,0,0
275,3F,16262,KTN,3808,HYL,7145,,0,DHP,0,0,0,0,0
276,3F,16262,KTN,3808,KTB,7147,,0,DHP,0,0,0,0,0
277,3F,16262,KTN,3808,MTM,7146,,0,DHP,0,0,0,0,0
278,3F,16262,MTM,7146,KTN,3808,,0,DHP,0,0,0,0,0
279,3G,595,ACC,248,DKR,1084,,0,319,0,0,0,0,0
280,3G,595,ACC,248,LOS,273,,0,319,0,0,0,0,0
281,3G,595,ACC,248,ROB,1063,,0,319,0,0,0,0,0
282,3G,595,BCN,1218,BJL,1050,,0,319,0,0,0,0,0
283,3G,595,BJL,1050,BCN,1218,,0,319,0,0,0,0,0
284,3G,595,BJL,1050,DKR,1084,,0,319,0,0,0,0,0
285,3G,595,BJL,1050,FNA,1059,,0,319,0,0,0,0,0
286,3G,595,CKY,4162,OXB,5665,,0,319,0,0,0,0,0
287,3G,595,DKR,1084,ACC,248,,0,319,0,0,0,0,0
288,3G,595,DKR,1084,BJL,1050,,0,319,0,0,0,0,0
289,3G,595,DKR,1084,DLA,897,,0,319,0,0,0,0,0
290,3G,595,DKR,1084,FNA,1059,,0,319,0,0,0,0,0
291,3G,595,DKR,1084,LOS,273,,0,319,0,0,0,0,0
292,3G,595,DKR,1084,OXB,5665,,0,319,0,0,0,0,0
293,3G,595,DLA,897,DKR,1084,,0,319,0,0,0,0,0
294,3G,595,DLA,897,LOS,273,,0,319,0,0,0,0,0
295,3G,595,FNA,1059,BJL,1050,,0,319,0,0,0,0,0
296,3G,595,FNA,1059,DKR,1084,,0,319,0,0,0,0,0
297,3G,595,FNA,1059,LGW,502,,0,319,0,0,0,0,0
298,3G,595,FNA,1059,ROB,1063,,0,319,0,0,0,0,0
299,3G,595,LGW,502,FNA,1059,,0,319,0,0,0,0,0
300,3G,595,LOS,273,ACC,248,,0,319,0,0,0,0,0
301,3G,595,LOS,273,DKR,1084,,0,319,0,0,0,0,0
302,3G,595,LOS,273,DLA,897,,0,319,0,0,0,0,0
303,3G,595,LOS,273,ROB,1063,,0,319,0,0,0,0,0
304,3G,595,OXB,5665,CKY,4162,,0,319,0,0,0,0,0
305,3G,595,OXB,5665,DKR,1084,,0,319,0,0,0,0,0
306,3G,595,ROB,1063,ACC,248,,0,319,0,0,0,0,0
307,3G,595,ROB,1063,FNA,1059,,0,319,0,0,0,0,0
308,3G,595,ROB,1063,LOS,273,,0,319,0,0,0,0,0
309,3J,5521,JIB,4119,DXB,2188,,0,737,0,0,0,0,0
310,3J,5521,JIB,4119,JED,2072,,0,737,0,0,0,0,0
311,3J,5521,JIB,4119,MGQ,5687,,0,737,0,0,0,0,0
312,3J,5521,MGQ,5687,NBO,4059,,0,737,0,0,0,0,0
313,3J,5521,NBO,4059,MGQ,5687,,0,737,0,0,0,0,0
314,3K,3021,BKK,3885,SIN,3316,,0,320,0,0,0,0,0
315,3K,3021,DRW,3999,SIN,3316,,0,320,0,0,0,0,0
316,3K,3021,HAK,4120,SIN,3316,,0,320,0,0,0,0,0
317,3K,3021,HGH,3386,SIN,3316,,0,320,0,0,0,0,0
318,3K,3021,HKG,3077,SIN,3316,,0,320,0,0,0,0,0
319,3K,3021,HKT,3179,SIN,3316,,0,320,0,0,0,0,0
320,3K,3021,KIX,3992,MNL,2397,,0,320,0,0,0,0,0
321,3K,3021,KIX,3992,TPE,2276,,0,320,0,0,0,0,0
322,3K,3021,KUL,3304,SIN,3316,,0,320,0,0,0,0,0
323,3K,3021,MNL,2397,KIX,3992,,0,320,0,0,0,0,0
324,3K,3021,MNL,2397,SIN,3316,,0,320,0,0,0,0,0
325,3K,3021,PEN,3308,SIN,3316,,0,320,0,0,0,0,0
326,3K,3021,PER,3351,SIN,3316,,0,320,0,0,0,0,0
327,3K,3021,PNH,3034,SIN,3316,,0,320,0,0,0,0,0
328,3K,3021,REP,3035,SIN,3316,,0,320,0,0,0,0,0
329,3K,3021,RGN,3239,SIN,3316,,0,320,0,0,0,0,0
330,3K,3021,SGN,3205,SIN,3316,,0,320,0,0,0,0,0
331,3K,3021,SIN,3316,BKK,3885,,0,320,0,0,0,0,0
332,3K,3021,SIN,3316,DRW,3999,,0,320,0,0,0,0,0
333,3K,3021,SIN,3316,HAK,4120,,0,320,0,0,0,0,0
334,3K,3021,SIN,3316,HGH,3386,,0,320,0,0,0,0,0
335,3K,3021,SIN,3316,HKG,3077,,0,320,0,0,0,0,0
336,3K,3021,SIN,3316,HKT,3179,,0,320,0,0,0,0,0
337,3K,3021,SIN,3316,KUL,3304,,0,320,0,0,0,0,0
338,3K,3021,SIN,3316,MNL,2397,,0,320,0,0,0,0,0
339,3K,3021,SIN,3316,PEN,3308,,0,320,0,0,0,0,0
340,3K,3021,SIN,3316,PER,3351,,0,320,0,0,0,0,0
341,3K,3021,SIN,3316,PNH,3034,,0,320,0,0,0,0,0
342,3K,3021,SIN,3316,REP,3035,,0,320,0,0,0,0,0
343,3K,3021,SIN,3316,RGN,3239,,0,320,0,0,0,0,0
344,3K,3021,SIN,3316,SGN,3205,,0,320,0,0,0,0,0
345,3K,3021,SIN,3316,SWA,4302,,0,320,0,0,0,0,0
346,3K,3021,SIN,3316,TPE,2276,,0,320,0,0,0,0,0
347,3K,3021,SWA,4302,SIN,3316,,0,320,0,0,0,0,0
348,3K,3021,TPE,2276,KIX,3992,,0,320,0,0,0,0,0
349,3K,3021,TPE,2276,SIN,3316,,0,320,0,0,0,0,0
350,3L,2916,ACH,1679,EBA,1558,,0,DH3,0,0,0,0,0
351,3L,2916,DRS,338,ZRH,1678,,0,DH3,0,0,0,0,0
352,3L,2916,DUS,345,FDH,382,,0,DH3,0,0,0,0,0
353,3L,2916,EBA,1558,ACH,1679,,0,DH3,0,0,0,0,0
354,3L,2916,EBA,1558,FDH,382,,0,DH3,0,0,0,0,0
355,3L,2916,EBA,1558,MUC,346,,0,DH3,0,0,0,0,0
356,3L,2916,EBA,1558,ZRH,1678,,0,DH3,0,0,0,0,0
357,3L,2916,FDH,382,DUS,345,,0,DH3,0,0,0,0,0
358,3L,2916,FDH,382,EBA,1558,,0,DH3,0,0,0,0,0
359,3L,2916,FDH,382,HAM,342,,0,AT7,0,0,0,0,0
360,3L,2916,FDH,382,OLB,1520,,0,AT7,0,0,0,0,0
361,3L,2916,FDH,382,TXL,351,,0,AT7,0,0,0,0,0
362,3L,2916,FDH,382,ZAD,1209,,0,AT7,0,0,0,0,0
363,3L,2916,FMM,3986,NAP,1561,,0,AT7,0,0,0,0,0
364,3L,2916,GRZ,1609,ZRH,1678,,0,DH3,0,0,0,0,0
365,3L,2916,HAM,342,FDH,382,,0,AT7,0,0,0,0,0
366,3L,2916,MUC,346,EBA,1558,,0,DH3,0,0,0,0,0
367,3L,2916,NAP,1561,FMM,3986,,0,AT7,0,0,0,0,0
368,3L,2916,OLB,1520,FDH,382,,0,AT7,0,0,0,0,0
