id,airline,airline_id,src_airport,src_airport_id,dst_airport,dst_airport_id,codeshare,stops,airplane,airlines_id,airports_id,airports_id1,airports_id2,airports_id3
4394,A9,2538,AMS,580,TBS,3973,,0,735,0,0,0,0,0
4395,A9,2538,BUS,3971,DME,4029,,0,CRJ,0,0,0,0,0
4396,A9,2538,BUS,3971,TBS,3973,,0,CRJ,0,0,0,0,0
4397,A9,2538,CDG,1382,TBS,3973,,0,735,0,0,0,0,0
4398,A9,2538,DME,4029,BUS,3971,,0,CRJ,0,0,0,0,0
4399,A9,2538,KUT,3972,TBS,3973,,0,CRJ,0,0,0,0,0
4400,A9,2538,RIX,3953,TBS,3973,,0,733,0,0,0,0,0
4401,A9,2538,TBS,3973,AMS,580,,0,735,0,0,0,0,0
4402,A9,2538,TBS,3973,BUS,3971,,0,CRJ,0,0,0,0,0
4403,A9,2538,TBS,3973,CDG,1382,,0,735,0,0,0,0,0
4404,A9,2538,TBS,3973,RIX,3953,,0,733,0,0,0,0,0
4405,A9,2538,TBS,3973,TLV,1590,,0,737,0,0,0,0,0
4406,A9,2538,TBS,3973,VIE,1613,,0,735,0,0,0,0,0
4407,A9,2538,TBS,3973,VKO,2988,,0,737,0,0,0,0,0
4408,A9,2538,TLV,1590,TBS,3973,,0,737,0,0,0,0,0
4409,A9,2538,VIE,1613,TBS,3973,,0,735,0,0,0,0,0
4410,A9,2538,VKO,2988,KUT,3972,,0,CRJ,0,0,0,0,0
4411,A9,2538,VKO,2988,TBS,3973,,0,737,0,0,0,0,0
4412,AA,24,ABE,4355,CLT,3876,Y,0,CR9 CR7 CRJ,0,0,0,0,0
4413,AA,24,ABE,4355,PHL,3752,,0,DH3,0,0,0,0,0
4414,AA,24,ABI,3718,DFW,3670,Y,0,ERD ER4 CRJ,0,0,0,0,0
4415,AA,24,ABQ,4019,DFW,3670,,0,M83 M80,0,0,0,0,0
4416,AA,24,ABQ,4019,LAX,3484,Y,0,CR7 CRJ,0,0,0,0,0
4417,AA,24,ABQ,4019,ORD,3830,Y,0,E75,0,0,0,0,0
4418,AA,24,ABQ,4019,PHX,3462,Y,0,CRJ CR9,0,0,0,0,0
4419,AA,24,ABZ,532,LHR,507,Y,0,321 320 319,0,0,0,0,0
4420,AA,24,ACC,248,LHR,507,Y,0,744,0,0,0,0,0
4421,AA,24,ACT,3700,DFW,3670,Y,0,ER4 ERD,0,0,0,0,0
4422,AA,24,ADL,3341,BNE,3320,Y,0,737,0,0,0,0,0
4423,AA,24,ADL,3341,SYD,3361,Y,0,737,0,0,0,0,0
4424,AA,24,AEX,3852,DFW,3670,Y,0,ER4 CRJ ERD,0,0,0,0,0
4425,AA,24,AGP,1230,LHR,507,Y,0,320,0,0,0,0,0
4426,AA,24,AGS,3658,CLT,3876,,0,DH8 CRJ,0,0,0,0,0
4427,AA,24,AGS,3658,DCA,3520,Y,0,CRJ,0,0,0,0,0
4428,AA,24,AGU,1785,DFW,3670,Y,0,ER4,0,0,0,0,0
4429,AA,24,AKL,2006,BNE,3320,Y,0,737,0,0,0,0,0
4430,AA,24,AKL,2006,PPT,4075,Y,0,340,0,0,0,0,0
4431,AA,24,AKL,2006,SYD,3361,Y,0,737,0,0,0,0,0
4432,AA,24,ALB,3864,CLT,3876,,0,319,0,0,0,0,0
4433,AA,24,ALB,3864,DCA,3520,Y,0,E75 CRJ E70,0,0,0,0,0
4434,AA,24,ALB,3864,PHL,3752,,0,DH3,0,0,0,0,0
4435,AA,24,ALO,5718,ORD,3830,Y,0,ERD,0,0,0,0,0
4436,AA,24,AMA,3840,DFW,3670,Y,0,ER4 CRJ ERD,0,0,0,0,0
4437,AA,24,AMM,2170,JFK,3797,Y,0,340 330,0,0,0,0,0
4438,AA,24,AMM,2170,ORD,3830,Y,0,340,0,0,0,0,0
4439,AA,24,AMM,2170,YUL,146,Y,0,330,0,0,0,0,0
4440,AA,24,AMS,580,LHR,507,Y,0,320 767 321 319,0,0,0,0,0
4441,AA,24,AMS,580,PHL,3752,,0,757,0,0,0,0,0
4442,AA,24,ANC,3774,LAX,3484,Y,0,737,0,0,0,0,0
4443,AA,24,ANC,3774,PHX,3462,,0,319 320,0,0,0,0,0
4444,AA,24,ANU,2874,CLT,3876,,0,319,0,0,0,0,0
4445,AA,24,ANU,2874,JFK,3797,,0,738,0,0,0,0,0
4446,AA,24,ANU,2874,MIA,3576,,0,738,0,0,0,0,0
4447,AA,24,AQP,2802,LIM,2789,Y,0,319,0,0,0,0,0
4448,AA,24,ARN,737,LHR,507,Y,0,320 321 319,0,0,0,0,0
4449,AA,24,ART,3838,ORD,3830,Y,0,ERD,0,0,0,0,0
4450,AA,24,ART,3838,PHL,3752,Y,0,CRJ,0,0,0,0,0
4451,AA,24,ASP,3319,SYD,3361,Y,0,737,0,0,0,0,0
4452,AA,24,ASU,2699,MIA,3576,,0,757,0,0,0,0,0
4453,AA,24,ATH,3941,LHR,507,Y,0,320 767,0,0,0,0,0
4454,AA,24,ATH,3941,PHL,3752,,0,332,0,0,0,0,0
4455,AA,24,ATL,3682,CLT,3876,Y,0,319 320 CR9 321,0,0,0,0,0
4456,AA,24,ATL,3682,DFW,3670,,0,M80 319 M83,0,0,0,0,0
4457,AA,24,ATL,3682,LHR,507,Y,0,777,0,0,0,0,0
4458,AA,24,ATL,3682,MIA,3576,,0,738,0,0,0,0,0
4459,AA,24,ATL,3682,ORD,3830,Y,0,CR7 E75,0,0,0,0,0
4460,AA,24,ATL,3682,PHL,3752,Y,0,E75 E90 319 CRJ E70,0,0,0,0,0
4461,AA,24,ATL,3682,PHX,3462,Y,0,320 321,0,0,0,0,0
4462,AA,24,AUA,2895,CLT,3876,,0,757 319 320,0,0,0,0,0
4463,AA,24,AUA,2895,MIA,3576,,0,738,0,0,0,0,0
4464,AA,24,AUA,2895,PHL,3752,,0,320,0,0,0,0,0
4465,AA,24,AUH,2179,CMB,3024,Y,0,320,0,0,0,0,0
4466,AA,24,AUH,2179,DUS,345,Y,0,330,0,0,0,0,0
4467,AA,24,AUH,2179,IAD,3714,Y,0,340,0,0,0,0,0
4468,AA,24,AUH,2179,ISB,2223,Y,0,320 332,0,0,0,0,0
4469,AA,24,AUH,2179,JFK,3797,Y,0,777,0,0,0,0,0
4470,AA,24,AUH,2179,LHE,2207,Y,0,332 320 77W,0,0,0,0,0
4471,AA,24,AUH,2179,LHR,507,Y,0,777,0,0,0,0,0
4472,AA,24,AUH,2179,MCT,2194,Y,0,777,0,0,0,0,0
4473,AA,24,AUH,2179,ORD,3830,Y,0,777,0,0,0,0,0
4474,AA,24,AUS,3673,CLT,3876,Y,0,CR9,0,0,0,0,0
4475,AA,24,AUS,3673,DFW,3670,,0,M80 738 M83,0,0,0,0,0
4476,AA,24,AUS,3673,JFK,3797,,0,738,0,0,0,0,0
4477,AA,24,AUS,3673,LAX,3484,,0,738 M83,0,0,0,0,0
4478,AA,24,AUS,3673,LHR,507,,0,787,0,0,0,0,0
4479,AA,24,AUS,3673,MSY,3861,,0,,0,0,0,0,0
4480,AA,24,AUS,3673,ORD,3830,,0,M83 M80,0,0,0,0,0
4481,AA,24,AUS,3673,PHL,3752,,0,319 E90,0,0,0,0,0
4482,AA,24,AUS,3673,PHX,3462,,0,319,0,0,0,0,0
4483,AA,24,AVL,4007,CLT,3876,,0,DH8 DH3,0,0,0,0,0
4484,AA,24,AVP,4286,CLT,3876,,0,CRJ,0,0,0,0,0
4485,AA,24,AVP,4286,PHL,3752,,0,DH3,0,0,0,0,0
4486,AA,24,AZO,4039,ORD,3830,Y,0,ER4 ERD,0,0,0,0,0
4487,AA,24,BAH,2057,DOH,11051,Y,0,777,0,0,0,0,0
4488,AA,24,BAH,2057,LHR,507,Y,0,777,0,0,0,0,0
4489,AA,24,BCN,1218,JFK,3797,,0,763,0,0,0,0,0
4490,AA,24,BCN,1218,LHR,507,Y,0,320 319 321 767,0,0,0,0,0
4491,AA,24,BCN,1218,MIA,3576,,0,763,0,0,0,0,0
4492,AA,24,BCN,1218,PHL,3752,,0,332,0,0,0,0,0
4493,AA,24,BDA,4069,JFK,3797,,0,738,0,0,0,0,0
4494,AA,24,BDA,4069,MIA,3576,,0,738,0,0,0,0,0
4495,AA,24,BDA,4069,PHL,3752,,0,319,0,0,0,0,0
4496,AA,24,BDL,3825,CLT,3876,,0,320 321 319,0,0,0,0,0
4497,AA,24,BDL,3825,DCA,3520,Y,0,E75 CRJ E70,0,0,0,0,0
4498,AA,24,BDL,3825,DFW,3670,,0,738,0,0,0,0,0
4499,AA,24,BDL,3825,LAX,3484,,0,738,0,0,0,0,0
4500,AA,24,BDL,3825,MIA,3576,,0,738,0,0,0,0,0
4501,AA,24,BDL,3825,ORD,3830,Y,0,E75 ER4,0,0,0,0,0
4502,AA,24,BDL,3825,PHL,3752,,0,319 DH3 E90,0,0,0,0,0
4503,AA,24,BDL,3825,PIT,3570,Y,0,ER4,0,0,0,0,0
4504,AA,24,BFL,3558,PHX,3462,Y,0,CRJ CR9,0,0,0,0,0
4505,AA,24,BGI,2875,MIA,3576,,0,757,0,0,0,0,0
4506,AA,24,BGM,4129,PHL,3752,,0,DH3,0,0,0,0,0
4507,AA,24,BGO,636,LHR,507,Y,0,319,0,0,0,0,0
4508,AA,24,BGR,3463,DCA,3520,Y,0,CRJ E70,0,0,0,0,0
4509,AA,24,BGR,3463,PHL,3752,Y,0,E75 CRJ,0,0,0,0,0
4510,AA,24,BHD,467,LHR,507,Y,0,319,0,0,0,0,0
4511,AA,24,BHM,3811,CLT,3876,,0,CRJ CR7,0,0,0,0,0
4512,AA,24,BHM,3811,DCA,3520,,0,CRJ,0,0,0,0,0
4513,AA,24,BHM,3811,DFW,3670,,0,M80 M83,0,0,0,0,0
4514,AA,24,BHM,3811,MIA,3576,Y,0,ER4,0,0,0,0,0
4515,AA,24,BHM,3811,PHL,3752,,0,CRJ,0,0,0,0,0
4516,AA,24,BJL,1050,DKR,1084,Y,0,L4T,0,0,0,0,0
4517,AA,24,BJX,1815,DFW,3670,,0,319,0,0,0,0,0
4518,AA,24,BKK,3885,KUL,3304,,0,737,0,0,0,0,0
4519,AA,24,BKK,3885,NRT,2279,,0,763,0,0,0,0,0
4520,AA,24,BLQ,1538,LHR,507,Y,0,319 320,0,0,0,0,0
4521,AA,24,BLR,3131,LHR,507,Y,0,777,0,0,0,0,0
4522,AA,24,BMI,4037,DFW,3670,Y,0,ER4,0,0,0,0,0
4523,AA,24,BMI,4037,ORD,3830,Y,0,ER4 ERD,0,0,0,0,0
4524,AA,24,BNA,3690,CLT,3876,,0,319 CR7,0,0,0,0,0
4525,AA,24,BNA,3690,DCA,3520,,0,CRJ,0,0,0,0,0
4526,AA,24,BNA,3690,DFW,3670,,0,M80 738 M83,0,0,0,0,0
4527,AA,24,BNA,3690,JFK,3797,Y,0,ER4,0,0,0,0,0
4528,AA,24,BNA,3690,LAX,3484,,0,738,0,0,0,0,0
4529,AA,24,BNA,3690,LGA,3697,Y,0,CR7,0,0,0,0,0
4530,AA,24,BNA,3690,MIA,3576,,0,738,0,0,0,0,0
4531,AA,24,BNA,3690,ORD,3830,Y,0,ERD ER4 CR7 E75,0,0,0,0,0
4532,AA,24,BNA,3690,PHL,3752,,0,CRJ,0,0,0,0,0
4533,AA,24,BNE,3320,ADL,3341,Y,0,737,0,0,0,0,0
4534,AA,24,BNE,3320,AKL,2006,Y,0,737,0,0,0,0,0
4535,AA,24,BNE,3320,CBR,3355,Y,0,737,0,0,0,0,0
4536,AA,24,BNE,3320,CNS,3322,Y,0,737,0,0,0,0,0
4537,AA,24,BNE,3320,DRW,3999,Y,0,763,0,0,0,0,0
4538,AA,24,BNE,3320,LAX,3484,Y,0,744,0,0,0,0,0
4539,AA,24,BNE,3320,MEL,3339,Y,0,737,0,0,0,0,0
4540,AA,24,BNE,3320,PER,3351,Y,0,330,0,0,0,0,0
4541,AA,24,BNE,3320,SYD,3361,Y,0,744 737,0,0,0,0,0
4542,AA,24,BNE,3320,TSV,3330,Y,0,737,0,0,0,0,0
4543,AA,24,BOG,2709,DFW,3670,,0,319,0,0,0,0,0
4544,AA,24,BOG,2709,MIA,3576,,0,757 763,0,0,0,0,0
4545,AA,24,BOI,3495,PHX,3462,,0,319,0,0,0,0,0
4546,AA,24,BOM,2997,LHR,507,Y,0,777,0,0,0,0,0
4547,AA,24,BOS,3448,BUF,3820,Y,0,CRJ,0,0,0,0,0
4548,AA,24,BOS,3448,CLT,3876,,0,319 321 320 E90,0,0,0,0,0
4549,AA,24,BOS,3448,CUN,1852,,0,319,0,0,0,0,0
4550,AA,24,BOS,3448,DCA,3520,,0,319 E90,0,0,0,0,0
4551,AA,24,BOS,3448,DFW,3670,,0,738 757,0,0,0,0,0
4552,AA,24,BOS,3448,JFK,3797,,0,738,0,0,0,0,0
4553,AA,24,BOS,3448,LAX,3484,,0,738 757,0,0,0,0,0
4554,AA,24,BOS,3448,LGA,3697,,0,E90 319,0,0,0,0,0
4555,AA,24,BOS,3448,LHR,507,Y,0,777 744,0,0,0,0,0
4556,AA,24,BOS,3448,MAD,1229,,0,330,0,0,0,0,0
4557,AA,24,BOS,3448,MDT,3542,,0,DH3,0,0,0,0,0
4558,AA,24,BOS,3448,MIA,3576,,0,757 738,0,0,0,0,0
4559,AA,24,BOS,3448,NRT,2279,,0,787,0,0,0,0,0
4560,AA,24,BOS,3448,ORD,3830,,0,738,0,0,0,0,0
4561,AA,24,BOS,3448,PDX,3720,Y,0,737,0,0,0,0,0
4562,AA,24,BOS,3448,PHL,3752,,0,E90 319 321 320,0,0,0,0,0
4563,AA,24,BOS,3448,PHX,3462,,0,320 319 321,0,0,0,0,0
4564,AA,24,BOS,3448,PIT,3570,Y,0,E70 CRJ,0,0,0,0,0
4565,AA,24,BOS,3448,RIC,3608,Y,0,CRJ,0,0,0,0,0
4566,AA,24,BOS,3448,ROC,3622,Y,0,CRJ,0,0,0,0,0
4567,AA,24,BOS,3448,SAN,3731,Y,0,737,0,0,0,0,0
4568,AA,24,BOS,3448,SEA,3577,Y,0,737,0,0,0,0,0
4569,AA,24,BOS,3448,SYR,3745,,0,DH3,0,0,0,0,0
4570,AA,24,BPT,3612,DFW,3670,Y,0,CRJ ERD ER4,0,0,0,0,0
4571,AA,24,BRO,3738,DFW,3670,Y,0,CRJ ER4,0,0,0,0,0
4572,AA,24,BRU,302,LHR,507,Y,0,319 320 321,0,0,0,0,0
4573,AA,24,BRU,302,PHL,3752,,0,767,0,0,0,0,0
4574,AA,24,BSB,2531,MIA,3576,,0,757 763,0,0,0,0,0
4575,AA,24,BSL,1423,LHR,507,Y,0,319 320,0,0,0,0,0
4576,AA,24,BTR,3846,CLT,3876,,0,CRJ,0,0,0,0,0
4577,AA,24,BTR,3846,DFW,3670,Y,0,CRJ ERD ER4,0,0,0,0,0
4578,AA,24,BTV,3711,DCA,3520,,0,CRJ,0,0,0,0,0
4579,AA,24,BTV,3711,PHL,3752,,0,E90,0,0,0,0,0
4580,AA,24,BUD,1489,LHR,507,Y,0,320,0,0,0,0,0
4581,AA,24,BUF,3820,BOS,3448,Y,0,CRJ,0,0,0,0,0
4582,AA,24,BUF,3820,CLT,3876,,0,320 319 737,0,0,0,0,0
4583,AA,24,BUF,3820,DCA,3520,Y,0,E70 CRJ E75,0,0,0,0,0
4584,AA,24,BUF,3820,ORD,3830,Y,0,CR7 ER4 E75,0,0,0,0,0
4585,AA,24,BUF,3820,PHL,3752,,0,DH3,0,0,0,0,0
4586,AA,24,BUR,3644,PDX,3720,Y,0,CR7,0,0,0,0,0
4587,AA,24,BUR,3644,PHX,3462,Y,0,CR9 CRJ,0,0,0,0,0
4588,AA,24,BUR,3644,SEA,3577,Y,0,737,0,0,0,0,0
4589,AA,24,BWI,3849,CLT,3876,,0,E90 321 757 319 737 320,0,0,0,0,0
4590,AA,24,BWI,3849,DFW,3670,,0,M83 M80,0,0,0,0,0
4591,AA,24,BWI,3849,JFK,3797,Y,0,ER4,0,0,0,0,0
4592,AA,24,BWI,3849,LHR,507,Y,0,767,0,0,0,0,0
4593,AA,24,BWI,3849,MIA,3576,,0,738,0,0,0,0,0
4594,AA,24,BWI,3849,ORD,3830,Y,0,E75 ER4 CR7,0,0,0,0,0
4595,AA,24,BWI,3849,PHL,3752,,0,319 DH3 E90,0,0,0,0,0
4596,AA,24,BWI,3849,PHX,3462,,0,319 320,0,0,0,0,0
4597,AA,24,BZE,1957,CLT,3876,,0,319,0,0,0,0,0
4598,AA,24,BZE,1957,DFW,3670,,0,738,0,0,0,0,0
4599,AA,24,BZE,1957,MIA,3576,,0,738,0,0,0,0,0
4600,AA,24,CAE,3561,CLT,3876,,0,DH8,0,0,0,0,0
4601,AA,24,CAE,3561,DCA,3520,,0,CRJ,0,0,0,0,0
4602,AA,24,CAE,3561,DFW,3670,Y,0,ER4,0,0,0,0,0
4603,AA,24,CAE,3561,PHL,3752,Y,0,CRJ,0,0,0,0,0
4604,AA,24,CAK,4112,CLT,3876,,0,CR7 CRJ,0,0,0,0,0
4605,AA,24,CAK,4112,DCA,3520,Y,0,CRJ,0,0,0,0,0
4606,AA,24,CAK,4112,PHL,3752,,0,CRJ,0,0,0,0,0
4607,AA,24,CBR,3355,BNE,3320,Y,0,737,0,0,0,0,0
4608,AA,24,CBR,3355,MEL,3339,Y,0,737,0,0,0,0,0
4609,AA,24,CBR,3355,SYD,3361,Y,0,737,0,0,0,0,0
4610,AA,24,CCS,2851,DFW,3670,,0,738,0,0,0,0,0
4611,AA,24,CCS,2851,JFK,3797,,0,757 738,0,0,0,0,0
4612,AA,24,CCS,2851,MIA,3576,,0,757 763 738,0,0,0,0,0
4613,AA,24,CCS,2851,SJU,2890,,0,738,0,0,0,0,0
4614,AA,24,CDG,1382,CLT,3876,,0,333,0,0,0,0,0
4615,AA,24,CDG,1382,DFW,3670,,0,763 777,0,0,0,0,0
4616,AA,24,CDG,1382,JFK,3797,,0,763 757,0,0,0,0,0
4617,AA,24,CDG,1382,KUL,3304,,0,380,0,0,0,0,0
4618,AA,24,CDG,1382,LHR,507,Y,0,319 320 321,0,0,0,0,0
4619,AA,24,CDG,1382,MIA,3576,,0,763,0,0,0,0,0
4620,AA,24,CDG,1382,ORD,3830,,0,763,0,0,0,0,0
4621,AA,24,CDG,1382,PHL,3752,,0,332,0,0,0,0,0
4622,AA,24,CHA,3578,CLT,3876,,0,CRJ DH8,0,0,0,0,0
4623,AA,24,CHA,3578,DCA,3520,Y,0,CRJ,0,0,0,0,0
4624,AA,24,CHA,3578,DFW,3670,Y,0,ER4 ERD,0,0,0,0,0
4625,AA,24,CHA,3578,ORD,3830,Y,0,ER4 ERD,0,0,0,0,0
4626,AA,24,CHC,2009,SYD,3361,Y,0,737,0,0,0,0,0
4627,AA,24,CHO,4015,CLT,3876,,0,DH8 CRJ DH3,0,0,0,0,0
4628,AA,24,CHO,4015,LGA,3697,Y,0,ERD,0,0,0,0,0
4629,AA,24,CHO,4015,ORD,3830,Y,0,CRJ,0,0,0,0,0
4630,AA,24,CHO,4015,PHL,3752,,0,DH3,0,0,0,0,0
4631,AA,24,CHS,3806,CLT,3876,,0,319 CR7 DH8,0,0,0,0,0
4632,AA,24,CHS,3806,DCA,3520,Y,0,E70 CRJ E75,0,0,0,0,0
4633,AA,24,CHS,3806,DFW,3670,Y,0,ER4 ERD,0,0,0,0,0
4634,AA,24,CHS,3806,MIA,3576,Y,0,ER4,0,0,0,0,0
4635,AA,24,CHS,3806,PHL,3752,,0,CRJ,0,0,0,0,0
4636,AA,24,CID,4043,DFW,3670,Y,0,ER4 CRJ,0,0,0,0,0
4637,AA,24,CID,4043,ORD,3830,Y,0,ER4,0,0,0,0,0
4638,AA,24,CLE,3486,CLT,3876,,0,319,0,0,0,0,0
4639,AA,24,CLE,3486,DFW,3670,,0,319,0,0,0,0,0
4640,AA,24,CLE,3486,JFK,3797,Y,0,ER4,0,0,0,0,0
4641,AA,24,CLE,3486,MIA,3576,Y,0,ER4,0,0,0,0,0
4642,AA,24,CLE,3486,ORD,3830,Y,0,CR7 ER4 ERD,0,0,0,0,0
4643,AA,24,CLE,3486,PHL,3752,Y,0,E75 CRJ E70 CR9,0,0,0,0,0
4644,AA,24,CLL,3715,DFW,3670,Y,0,ER4 ERD CRJ,0,0,0,0,0
4645,AA,24,CLO,2715,MIA,3576,,0,738,0,0,0,0,0
4646,AA,24,CLT,3876,ABE,4355,Y,0,CR7 CRJ CR9,0,0,0,0,0
4647,AA,24,CLT,3876,AGS,3658,,0,DH8,0,0,0,0,0
4648,AA,24,CLT,3876,ALB,3864,,0,319,0,0,0,0,0
4649,AA,24,CLT,3876,ANU,2874,,0,319,0,0,0,0,0
4650,AA,24,CLT,3876,ATL,3682,Y,0,320 CR9 321 319,0,0,0,0,0
4651,AA,24,CLT,3876,AUA,2895,,0,757 319 320,0,0,0,0,0
4652,AA,24,CLT,3876,AUS,3673,,0,CR9,0,0,0,0,0
4653,AA,24,CLT,3876,AVL,4007,,0,DH8 DH3,0,0,0,0,0
4654,AA,24,CLT,3876,AVP,4286,Y,0,CRJ CR9,0,0,0,0,0
4655,AA,24,CLT,3876,BDL,3825,,0,319 321 320,0,0,0,0,0
4656,AA,24,CLT,3876,BHM,3811,,0,CRJ,0,0,0,0,0
4657,AA,24,CLT,3876,BNA,3690,,0,319 CR7,0,0,0,0,0
4658,AA,24,CLT,3876,BOS,3448,,0,321 319 320,0,0,0,0,0
4659,AA,24,CLT,3876,BTR,3846,,0,CRJ,0,0,0,0,0
4660,AA,24,CLT,3876,BUF,3820,,0,319 320 737,0,0,0,0,0
4661,AA,24,CLT,3876,BWI,3849,,0,319 737 321 757 320 E90,0,0,0,0,0
4662,AA,24,CLT,3876,BZE,1957,,0,319,0,0,0,0,0
4663,AA,24,CLT,3876,CAE,3561,,0,DH8,0,0,0,0,0
4664,AA,24,CLT,3876,CAK,4112,,0,CRJ CR7,0,0,0,0,0
4665,AA,24,CLT,3876,CDG,1382,,0,333,0,0,0,0,0
4666,AA,24,CLT,3876,CHA,3578,,0,DH8 CRJ,0,0,0,0,0
4667,AA,24,CLT,3876,CHO,4015,,0,DH3 DH8,0,0,0,0,0
4668,AA,24,CLT,3876,CHS,3806,,0,DH8 319 CR7,0,0,0,0,0
4669,AA,24,CLT,3876,CLE,3486,,0,319,0,0,0,0,0
4670,AA,24,CLT,3876,CMH,3759,Y,0,CR9 E75 CR7 CRJ E70,0,0,0,0,0
4671,AA,24,CLT,3876,CRW,4285,,0,DH3 DH8,0,0,0,0,0
4672,AA,24,CLT,3876,CUN,1852,,0,321 320 737,0,0,0,0,0
4673,AA,24,CLT,3876,CVG,3488,,0,CRJ CR9,0,0,0,0,0
4674,AA,24,CLT,3876,CZM,1800,,0,319,0,0,0,0,0
4675,AA,24,CLT,3876,DAB,3950,,0,CR7,0,0,0,0,0
4676,AA,24,CLT,3876,DAY,3627,,0,CRJ,0,0,0,0,0
4677,AA,24,CLT,3876,DCA,3520,,0,319 320 CRJ E90,0,0,0,0,0
4678,AA,24,CLT,3876,DEN,3751,,0,321 320,0,0,0,0,0
4679,AA,24,CLT,3876,DFW,3670,,0,M80 321 319 M83 320 737 757,0,0,0,0,0
4680,AA,24,CLT,3876,DSM,3729,Y,0,CR9,0,0,0,0,0
4681,AA,24,CLT,3876,DTW,3645,,0,319 321 320,0,0,0,0,0
4682,AA,24,CLT,3876,DUB,599,,0,757,0,0,0,0,0
4683,AA,24,CLT,3876,EWN,3730,,0,DH8 CRJ DH3,0,0,0,0,0
4684,AA,24,CLT,3876,EWR,3494,,0,321 320 737 319,0,0,0,0,0
4685,AA,24,CLT,3876,FAY,5738,,0,DH8,0,0,0,0,0
4686,AA,24,CLT,3876,FCO,1555,,0,333,0,0,0,0,0
4687,AA,24,CLT,3876,FLL,3533,,0,320 737 321 319,0,0,0,0,0
4688,AA,24,CLT,3876,FLO,3879,,0,DH3 DH8,0,0,0,0,0
4689,AA,24,CLT,3876,FPO,1948,Y,0,CR7,0,0,0,0,0
4690,AA,24,CLT,3876,FRA,340,,0,333 332,0,0,0,0,0
4691,AA,24,CLT,3876,GCM,1926,,0,320 321 319,0,0,0,0,0
4692,AA,24,CLT,3876,GNV,3472,Y,0,CRJ,0,0,0,0,0
4693,AA,24,CLT,3876,GPT,4038,Y,0,CR7 CRJ,0,0,0,0,0
4694,AA,24,CLT,3876,GRU,2564,,0,332,0,0,0,0,0
4695,AA,24,CLT,3876,GSO,4008,,0,DH8 CR9,0,0,0,0,0
4696,AA,24,CLT,3876,GSP,4034,,0,DH3 DH8,0,0,0,0,0
4697,AA,24,CLT,3876,HHH,8314,,0,DH3,0,0,0,0,0
4698,AA,24,CLT,3876,HPN,3589,Y,0,CRJ,0,0,0,0,0
4699,AA,24,CLT,3876,HSV,4113,,0,CR7,0,0,0,0,0
4700,AA,24,CLT,3876,HTS,5742,,0,DH8 DH3,0,0,0,0,0
4701,AA,24,CLT,3876,IAD,3714,,0,CR7,0,0,0,0,0
4702,AA,24,CLT,3876,IAH,3550,,0,737 319 321 320,0,0,0,0,0
4703,AA,24,CLT,3876,ILM,3845,,0,319,0,0,0,0,0
4704,AA,24,CLT,3876,IND,3585,,0,319,0,0,0,0,0
4705,AA,24,CLT,3876,JAN,3580,Y,0,CRJ CR7,0,0,0,0,0
4706,AA,24,CLT,3876,JAX,3712,,0,319 737,0,0,0,0,0
4707,AA,24,CLT,3876,JFK,3797,,0,321 319,0,0,0,0,0
4708,AA,24,CLT,3876,LAS,3877,,0,321,0,0,0,0,0
4709,AA,24,CLT,3876,LAX,3484,,0,321,0,0,0,0,0
4710,AA,24,CLT,3876,LEX,4017,,0,CR7,0,0,0,0,0
4711,AA,24,CLT,3876,LGA,3697,,0,321 320 319,0,0,0,0,0
4712,AA,24,CLT,3876,LHR,507,,0,333,0,0,0,0,0
4713,AA,24,CLT,3876,LIR,1881,,0,320,0,0,0,0,0
4714,AA,24,CLT,3876,LIT,3660,Y,0,CR9 CRJ,0,0,0,0,0
4715,AA,24,CLT,3876,LYH,5753,,0,DH8,0,0,0,0,0
4716,AA,24,CLT,3876,MBJ,1780,,0,319 321 320,0,0,0,0,0
4717,AA,24,CLT,3876,MCI,3458,,0,319,0,0,0,0,0
4718,AA,24,CLT,3876,MCO,3878,,0,321 767 757 319,0,0,0,0,0
4719,AA,24,CLT,3876,MDT,3542,,0,CR7 319,0,0,0,0,0
4720,AA,24,CLT,3876,MEM,3473,,0,319,0,0,0,0,0
4721,AA,24,CLT,3876,MEX,1824,,0,319,0,0,0,0,0
4722,AA,24,CLT,3876,MGM,4115,Y,0,CRJ,0,0,0,0,0
4723,AA,24,CLT,3876,MHT,4011,Y,0,CR9,0,0,0,0,0
4724,AA,24,CLT,3876,MIA,3576,,0,320 321 319 737,0,0,0,0,0
4725,AA,24,CLT,3876,MKE,3717,Y,0,CR7 CRJ CR9,0,0,0,0,0
4726,AA,24,CLT,3876,MLB,3671,,0,CRJ,0,0,0,0,0
4727,AA,24,CLT,3876,MOB,3782,,0,CRJ,0,0,0,0,0
4728,AA,24,CLT,3876,MSP,3858,,0,319 321 320,0,0,0,0,0
4729,AA,24,CLT,3876,MSY,3861,Y,0,319 320 E75 CR9,0,0,0,0,0
4730,AA,24,CLT,3876,MYR,3515,,0,DH8,0,0,0,0,0
4731,AA,24,CLT,3876,NAS,1953,,0,319 737,0,0,0,0,0
4732,AA,24,CLT,3876,OAJ,4386,,0,DH8 CR7 CRJ,0,0,0,0,0
4733,AA,24,CLT,3876,OMA,3454,Y,0,CR9,0,0,0,0,0
4734,AA,24,CLT,3876,ORD,3830,,0,321 320 CR9 E90,0,0,0,0,0
4735,AA,24,CLT,3876,ORF,3611,,0,319,0,0,0,0,0
